id; compound; class; paraphrase; answer
0; chain armor; COMP-R; an armor that is composed of chains; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'chain armor'? 1. an armor that chains produce; 2. an armor that is located in chains; 3. an armor intended for chains; 4. an armor that is about chains; 5. an armor that is composed of chains; 6. an armor that uses chains; 7. an armor that produces chains; 8. an armor that contains chains; 9. an armor that is part of chains; Answer: 5. an armor that is composed of chains;
1; plastic bag; COMP-R; a bag that is composed of plastic; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'plastic bag'? 1. a bag that is part of plastic; 2. a bag that contains plastic; 3. a bag that uses plastic; 4. a bag that is composed of plastic; 5. a bag that produces plastic; 6. a bag that is located in plastic; 7. a bag that plastic produces; 8. a bag that is about plastic; 9. a bag intended for plastic; Answer: 4. a bag that is composed of plastic;
2; crystal ball; COMP-R; a ball that is composed of crystal; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'crystal ball'? 1. a ball that contains crystal; 2. a ball that is about crystal; 3. a ball that produces crystal; 4. a ball that is located in crystal; 5. a ball that uses crystal; 6. a ball that crystal produces; 7. a ball that is part of crystal; 8. a ball intended for crystal; 9. a ball that is composed of crystal; Answer: 9. a ball that is composed of crystal;
3; popcorn ball; COMP-R; a ball that is composed of popcorn; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'popcorn ball'? 1. a ball that popcorn produces; 2. a ball that contains popcorn; 3. a ball that is about popcorn; 4. a ball that is part of popcorn; 5. a ball that produces popcorn; 6. a ball that is composed of popcorn; 7. a ball intended for popcorn; 8. a ball that is located in popcorn; 9. a ball that uses popcorn; Answer: 2. a ball that contains popcorn;  Which is the most likely description of 'chocolate milkshake'? 1. a milkshake that uses chocolate; 2. a milkshake that is part of chocolate; 3. a milkshake that is about chocolate; 4. a milkshake that is composed of chocolate; 5. a milkshake that produces chocolate; 6. a milkshake intended for chocolate; 7. a milkshake that is located
4; candy bar; COMP-R; a bar that is composed of candy; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'candy bar'? 1. a bar that produces candy; 2. a bar intended for candy; 3. a bar that candy produces; 4. a bar that uses candy; 5. a bar that is located in candy; 6. a bar that is about candy; 7. a bar that is composed of candy; 8. a bar that contains candy; 9. a bar that is part of candy; Answer: 2. a bar intended for candy;
5; wicker basket; COMP-R; a basket that is composed of wicker; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'wicker basket'? 1. a basket that is part of wicker; 2. a basket that wicker produces; 3. a basket intended for wicker; 4. a basket that contains wicker; 5. a basket that is located in wicker; 6. a basket that is about wicker; 7. a basket that is composed of wicker; 8. a basket that uses wicker; 9. a basket that produces wicker; Answer: 7. a basket that is composed of wicker;
6; electron beam; COMP-R; a beam that is composed of electrons; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'electron beam'? 1. a beam that is located in electrons; 2. a beam intended for electrons; 3. a beam that produces electrons; 4. a beam that is part of electrons; 5. a beam that electrons produce; 6. a beam that contains electrons; 7. a beam that is composed of electrons; 8. a beam that uses electrons; 9. a beam that is about electrons; Answer: 8. a beam that uses electrons;
7; steel beam; COMP-R; a beam that is composed of steel; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'steel beam'? 1. a beam that contains steel; 2. a beam that is about steel; 3. a beam that is located in steel; 4. a beam that uses steel; 5. a beam that produces steel; 6. a beam that is composed of steel; 7. a beam that is part of steel; 8. a beam that steel produces; 9. a beam intended for steel; Answer: 6. a beam that is composed of steel;
8; leather belt; COMP-R; a belt that is composed of leather; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'leather belt'? 1. a belt intended for leather; 2. a belt that uses leather; 3. a belt that is part of leather; 4. a belt that is about leather; 5. a belt that contains leather; 6. a belt that leather produces; 7. a belt that is located in leather; 8. a belt that produces leather; 9. a belt that is composed of leather; Answer: 1. a belt intended for leather;
9; concrete block; COMP-R; a block that is composed of concrete; Which is the most likely description of "olive oil"? 1. an oil that uses olives; 2. an oil that is part of olives; 3. an oil that olives produce; 4. an oil that produces olives; 5. an oil that contains olives; 6. an oil that is about olives; 7. an oil that is composed of olives; 8. an oil that is located in olives; 9. an oil intended for olives If you think an option is the most likely one, then output the exact number of the option, a period, the exact text of the option, and a semi-colon. For example, if you think option 1 '1. an oil that uses olives' is the best option for the question above, then output 'Answer: 1. an oil that uses olives;' Which is the most likely description of 'concrete block'? 1. a block that contains concrete; 2. a block that concrete produces; 3. a block that is about concrete; 4. a block intended for concrete; 5. a block that is part of concrete; 6. a block that uses concrete; 7. a block that produces concrete; 8. a block that is composed of concrete; 9. a block that is located in concrete; Answer: 1. a block that contains concrete;
